ID,name,acronym
556,Right_Orbital_area_medial_part_layer_2/3,ORBm2/3
557,Left_Orbital_area_medial_part_layer_5,ORBm5
558,Right_Orbital_area_medial_part_layer_5,ORBm5
559,Left_Orbital_area_medial_part_layer_6a,ORBm6a
560,Right_Orbital_area_medial_part_layer_6a,ORBm6a
561,Left_Orbital_area_ventrolateral_part_layer_1,ORBvl1
562,Right_Orbital_area_ventrolateral_part_layer_1,ORBvl1
563,Left_Orbital_area_ventrolateral_part_layer_2/3,ORBvl2/3
564,Right_Orbital_area_ventrolateral_part_layer_2/3,ORBvl2/3
565,Left_Orbital_area_ventrolateral_part_layer_5,ORBvl5
566,Right_Orbital_area_ventrolateral_part_layer_5,ORBvl5
567,Left_Orbital_area_ventrolateral_part_layer_6a,ORBvl6a
568,Right_Orbital_area_ventrolateral_part_layer_6a,ORBvl6a
569,Left_Orbital_area_ventrolateral_part_layer_6b,ORBvl6b
570,Right_Orbital_area_ventrolateral_part_layer_6b,ORBvl6b
571,Left_Olfactory_tubercle,OT
572,Right_Olfactory_tubercle,OT
573,Left_Vascular_organ_of_the_lamina_terminalis,OV
574,Right_Vascular_organ_of_the_lamina_terminalis,OV
575,Left_Pons,P
576,Right_Pons,P
577,Left_Posterior_amygdalar_nucleus,PA
578,Right_Posterior_amygdalar_nucleus,PA
579,Left_Piriform-amygdalar_area,PAA
580,Right_Piriform-amygdalar_area,PAA
581,Left_Periaqueductal_gray,PAG
582,Right_Periaqueductal_gray,PAG
583,Left_Pallidum,PAL
584,Right_Pallidum,PAL
585,Left_Parasubiculum,PAR
586,Right_Parasubiculum,PAR
587,Left_Parvicellular_reticular_nucleus,PARN
588,Right_Parvicellular_reticular_nucleus,PARN
589,Left_Parasolitary_nucleus,PAS
590,Right_Parasolitary_nucleus,PAS
591,Left_Parabrachial_nucleus,PB
592,Right_Parabrachial_nucleus,PB
593,Left_Parabigeminal_nucleus,PBG
594,Right_Parabigeminal_nucleus,PBG
595,Left_posterior_commissure,pc
596,Right_posterior_commissure,pc
597,Left_Pontine_central_gray,PCG
598,Right_Pontine_central_gray,PCG
599,Left_Paracentral_nucleus,PCN
600,Right_Paracentral_nucleus,PCN
601,Left_Posterodorsal_preoptic_nucleus,PD
602,Right_Posterodorsal_preoptic_nucleus,PD
603,Left_Perirhinal_area_layer_1,PERI1
604,Right_Perirhinal_area_layer_1,PERI1
605,Left_Perirhinal_area_layer_2/3,PERI2/3
606,Right_Perirhinal_area_layer_2/3,PERI2/3
607,Left_Perirhinal_area_layer_5,PERI5
608,Right_Perirhinal_area_layer_5,PERI5
609,Left_Perirhinal_area_layer_6a,PERI6a
610,Right_Perirhinal_area_layer_6a,PERI6a
611,Left_Perirhinal_area_layer_6b,PERI6b
612,Right_Perirhinal_area_layer_6b,PERI6b
613,Left_Parafascicular_nucleus,PF
614,Right_Parafascicular_nucleus,PF
615,Left_Paraflocculus,PFL
616,Right_Paraflocculus,PFL
617,Left_Pontine_gray,PG
618,Right_Pontine_gray,PG
619,Left_Paragigantocellular_reticular_nucleus_dorsal_part,PGRNd
620,Right_Paragigantocellular_reticular_nucleus_dorsal_part,PGRNd
621,Left_Paragigantocellular_reticular_nucleus_lateral_part,PGRNl
622,Right_Paragigantocellular_reticular_nucleus_lateral_part,PGRNl
623,Left_Posterior_hypothalamic_nucleus,PH
624,Right_Posterior_hypothalamic_nucleus,PH
625,Left_Piriform_area,PIR
626,Right_Piriform_area,PIR
627,Left_Prelimbic_area_layer_1,PL1
628,Right_Prelimbic_area_layer_1,PL1
629,Left_Prelimbic_area_layer_2/3,PL2/3
630,Right_Prelimbic_area_layer_2/3,PL2/3
631,Left_Prelimbic_area_layer_5,PL5
632,Right_Prelimbic_area_layer_5,PL5
633,Left_Prelimbic_area_layer_6a,PL6a
634,Right_Prelimbic_area_layer_6a,PL6a
635,Left_Prelimbic_area_layer_6b,PL6b
636,Right_Prelimbic_area_layer_6b,PL6b
637,Left_principal_mammillary_tract,pm
638,Right_principal_mammillary_tract,pm
639,Left_Dorsal_premammillary_nucleus,PMd
640,Right_Dorsal_premammillary_nucleus,PMd
641,Left_Ventral_premammillary_nucleus,PMv
642,Right_Ventral_premammillary_nucleus,PMv
643,Left_Posterior_complex_of_the_thalamus,PO
644,Right_Posterior_complex_of_the_thalamus,PO
645,Left_Posterior_limiting_nucleus_of_the_thalamus,POL
646,Right_Posterior_limiting_nucleus_of_the_thalamus,POL
647,Left_Superior_olivary_complex_periolivary_region,POR
648,Right_Superior_olivary_complex_periolivary_region,POR
649,Left_Postsubiculum,POST
650,Right_Postsubiculum,POST
651,Left_Peripeduncular_nucleus,PP
652,Right_Peripeduncular_nucleus,PP
653,Left_Pedunculopontine_nucleus,PPN
654,Right_Pedunculopontine_nucleus,PPN
655,Left_Posterior_pretectal_nucleus,PPT
656,Right_Posterior_pretectal_nucleus,PPT
657,Left_Parapyramidal_nucleus,PPY
658,Right_Parapyramidal_nucleus,PPY
659,Left_Perireunensis_nucleus,PR
660,Right_Perireunensis_nucleus,PR
661,Left_Precommissural_nucleus,PRC
662,Right_Precommissural_nucleus,PRC
663,Left_Presubiculum,PRE
664,Right_Presubiculum,PRE
665,Left_Paramedian_lobule,PRM
666,Right_Paramedian_lobule,PRM
667,Left_Pontine_reticular_nucleus_caudal_part,PRNc
668,Right_Pontine_reticular_nucleus_caudal_part,PRNc
669,Left_Pontine_reticular_nucleus,PRNr
670,Right_Pontine_reticular_nucleus,PRNr
671,Left_Nucleus_prepositus,PRP
672,Right_Nucleus_prepositus,PRP
673,Left_Parastrial_nucleus,PS
674,Right_Parastrial_nucleus,PS
675,Left_Preparasubthalamic_nucleus,PST
676,Right_Preparasubthalamic_nucleus,PST
677,Left_Parasubthalamic_nucleus,PSTN
678,Right_Parasubthalamic_nucleus,PSTN
679,Left_Principal_sensory_nucleus_of_the_trigeminal,PSV
680,Right_Principal_sensory_nucleus_of_the_trigeminal,PSV
681,Left_Parataenial_nucleus,PT
682,Right_Parataenial_nucleus,PT
683,Left_Periventricular_hypothalamic_nucleus_anterior_part,PVa
684,Right_Periventricular_hypothalamic_nucleus_anterior_part,PVa
685,Left_Paraventricular_hypothalamic_nucleus,PVH
686,Right_Paraventricular_hypothalamic_nucleus,PVH
687,Left_Paraventricular_hypothalamic_nucleus_descending_division,PVHd
688,Right_Paraventricular_hypothalamic_nucleus_descending_division,PVHd
689,Left_Periventricular_hypothalamic_nucleus_intermediate_part,PVi
690,Right_Periventricular_hypothalamic_nucleus_intermediate_part,PVi
691,Left_Periventricular_hypothalamic_nucleus_posterior_part,PVp
692,Right_Periventricular_hypothalamic_nucleus_posterior_part,PVp
693,Left_Periventricular_hypothalamic_nucleus_preoptic_part,PVpo
694,Right_Periventricular_hypothalamic_nucleus_preoptic_part,PVpo
695,Left_Paraventricular_nucleus_of_the_thalamus,PVT
696,Right_Paraventricular_nucleus_of_the_thalamus,PVT
697,Left_pyramid,py
698,Right_pyramid,py
699,Left_Pyramus_(VIII),PYR
700,Right_Pyramus_(VIII),PYR
701,Left_Retrochiasmatic_area,RCH
702,Right_Retrochiasmatic_area,RCH
703,Left_Nucleus_of_reunions,RE
704,Right_Nucleus_of_reunions,RE
705,Left_Rhomboid_nucleus,RH
706,Right_Rhomboid_nucleus,RH
707,Left_Rostral_linear_nucleus_raph,RL
708,Right_Rostral_linear_nucleus_raph,RL
709,Left_Nucleus_raph_magnus,RM
710,Right_Nucleus_raph_magnus,RM
711,Left_Red_nucleus,RN
712,Right_Red_nucleus,RN
713,Left_Nucleus_raph_obscurus,RO
714,Right_Nucleus_raph_obscurus,RO
715,Left_root,root
716,Right_root,root
717,Left_Nucleus_raph_pallidus,RPA
718,Right_Nucleus_raph_pallidus,RPA
719,Left_Nucleus_raph_pontis,RPO
720,Right_Nucleus_raph_pontis,RPO
721,Left_Midbrain_reticular_nucleus_retrorubral_area,RR
722,Right_Midbrain_reticular_nucleus_retrorubral_area,RR
723,Left_Retrosplenial_area_lateral_agranular_part_layer_1,RSPagl1
724,Right_Retrosplenial_area_lateral_agranular_part_layer_1,RSPagl1
725,Left_Retrosplenial_area_lateral_agranular_part_layer_2/3,RSPagl2/3
726,Right_Retrosplenial_area_lateral_agranular_part_layer_2/3,RSPagl2/3
727,Left_Retrosplenial_area_lateral_agranular_part_layer_5,RSPagl5
728,Right_Retrosplenial_area_lateral_agranular_part_layer_5,RSPagl5
729,Left_Retrosplenial_area_lateral_agranular_part_layer_6a,RSPagl6a
730,Right_Retrosplenial_area_lateral_agranular_part_layer_6a,RSPagl6a
731,Left_Retrosplenial_area_lateral_agranular_part_layer_6b,RSPagl6b
732,Right_Retrosplenial_area_lateral_agranular_part_layer_6b,RSPagl6b
733,Left_Retrosplenial_area_dorsal_part_layer_1,RSPd1
734,Right_Retrosplenial_area_dorsal_part_layer_1,RSPd1
735,Left_Retrosplenial_area_dorsal_part_layer_2/3,RSPd2/3
736,Right_Retrosplenial_area_dorsal_part_layer_2/3,RSPd2/3
737,Left_Retrosplenial_area_dorsal_part_layer_5,RSPd5
738,Right_Retrosplenial_area_dorsal_part_layer_5,RSPd5
739,Left_Retrosplenial_area_dorsal_part_layer_6a,RSPd6a
740,Right_Retrosplenial_area_dorsal_part_layer_6a,RSPd6a
741,Left_Retrosplenial_area_dorsal_part_layer_6b,RSPd6b
742,Right_Retrosplenial_area_dorsal_part_layer_6b,RSPd6b
743,Left_Retrosplenial_area_ventral_part_layer_1,RSPv1
744,Right_Retrosplenial_area_ventral_part_layer_1,RSPv1
745,Left_Retrosplenial_area_ventral_part_layer_2/3,RSPv2/3
746,Right_Retrosplenial_area_ventral_part_layer_2/3,RSPv2/3
747,Left_Retrosplenial_area_ventral_part_layer_5,RSPv5
748,Right_Retrosplenial_area_ventral_part_layer_5,RSPv5
749,Left_Retrosplenial_area_ventral_part_layer_6a,RSPv6a
750,Right_Retrosplenial_area_ventral_part_layer_6a,RSPv6a
751,Left_Retrosplenial_area_ventral_part_layer_6b,RSPv6b
752,Right_Retrosplenial_area_ventral_part_layer_6b,RSPv6b
753,Left_Reticular_nucleus_of_the_thalamus,RT
754,Right_Reticular_nucleus_of_the_thalamus,RT
755,Left_rubrospinal_tract,rust
756,Right_rubrospinal_tract,rust
757,Left_Nucleus_sagulum,SAG
758,Right_Nucleus_sagulum,SAG
759,Left_Striatum-like_amygdalar_nuclei,sAMY
760,Right_Striatum-like_amygdalar_nuclei,sAMY
761,Left_Subparaventricular_zone,SBPV
762,Right_Subparaventricular_zone,SBPV
763,Left_Superior_colliculus_motor_related_deep_gray_layer,SCdg
764,Right_Superior_colliculus_motor_related_deep_gray_layer,SCdg
765,Left_Superior_colliculus_motor_related_deep_white_layer,SCdw
766,Right_Superior_colliculus_motor_related_deep_white_layer,SCdw
767,Left_Suprachiasmatic_nucleus,SCH
768,Right_Suprachiasmatic_nucleus,SCH
769,Left_Superior_colliculus_motor_related_intermediate_gray_layer,SCig
770,Right_Superior_colliculus_motor_related_intermediate_gray_layer,SCig
771,Left_Superior_colliculus_motor_related_intermediate_gray_layer_sublayer_a,SCig-a
772,Right_Superior_colliculus_motor_related_intermediate_gray_layer_sublayer_a,SCig-a
773,Left_Superior_colliculus_motor_related_intermediate_gray_layer_sublayer_b,SCig-b
774,Right_Superior_colliculus_motor_related_intermediate_gray_layer_sublayer_b,SCig-b
775,Left_Superior_colliculus_motor_related_intermediate_gray_layer_sublayer_c,SCig-c
776,Right_Superior_colliculus_motor_related_intermediate_gray_layer_sublayer_c,SCig-c
777,Left_Superior_colliculus_motor_related_intermediate_white_layer,SCiw
778,Right_Superior_colliculus_motor_related_intermediate_white_layer,SCiw
779,Left_Superior_colliculus_optic_layer,SCop
780,Right_Superior_colliculus_optic_layer,SCop
781,Left_superior_cerebelar_peduncles,scp
782,Right_superior_cerebelar_peduncles,scp
783,Left_Superior_colliculus_superficial_gray_layer,SCsg
784,Right_Superior_colliculus_superficial_gray_layer,SCsg
785,Left_Septofimbrial_nucleus,SF
786,Right_Septofimbrial_nucleus,SF
787,Left_Subfornical_organ,SFO
788,Right_Subfornical_organ,SFO
789,Left_Supragenual_nucleus,SG
790,Right_Supragenual_nucleus,SG
791,Left_Suprageniculate_nucleus,SGN
792,Right_Suprageniculate_nucleus,SGN
793,Left_Septohippocampal_nucleus,SH
794,Right_Septohippocampal_nucleus,SH
795,Left_Substantia_innominata,SI
796,Right_Substantia_innominata,SI
797,Left_Simple_lobule,SIM
798,Right_Simple_lobule,SIM
799,Left_Subceruleus_nucleus,SLC
800,Right_Subceruleus_nucleus,SLC
801,Left_Sublaterodorsal_nucleus,SLD
802,Right_Sublaterodorsal_nucleus,SLD
803,Left_stria_medullaris,sm
804,Right_stria_medullaris,sm
805,Left_supramammillary_decussation,smd
806,Right_supramammillary_decussation,smd
807,Left_Submedial_nucleus_of_the_thalamus,SMT
808,Right_Submedial_nucleus_of_the_thalamus,SMT
809,Left_Substantia_nigra_compact_part,SNc
810,Right_Substantia_nigra_compact_part,SNc
811,Left_Substantia_nigra_reticular_part,SNr
812,Right_Substantia_nigra_reticular_part,SNr
813,Left_Supraoptic_nucleus,SO
814,Right_Supraoptic_nucleus,SO
815,Left_Superior_olivary_complex_lateral_part,SOCl
816,Right_Superior_olivary_complex_lateral_part,SOCl
817,Left_Superior_olivary_complex_medial_part,SOCm
818,Right_Superior_olivary_complex_medial_part,SOCm
819,Left_Subparafascicular_area,SPA
820,Right_Subparafascicular_area,SPA
821,Left_Subparafascicular_nucleus_magnocellular_part,SPFm
822,Right_Subparafascicular_nucleus_magnocellular_part,SPFm
823,Left_Subparafascicular_nucleus_parvicellular_part,SPFp
824,Right_Subparafascicular_nucleus_parvicellular_part,SPFp
825,Left_Spinal_vestibular_nucleus,SPIV
826,Right_Spinal_vestibular_nucleus,SPIV
827,Left_spinal_tract_of_the_trigeminal_nerve,sptV
828,Right_spinal_tract_of_the_trigeminal_nerve,sptV
829,Left_Spinal_nucleus_of_the_trigeminal_caudal_part,SPVC
830,Right_Spinal_nucleus_of_the_trigeminal_caudal_part,SPVC
831,Left_Spinal_nucleus_of_the_trigeminal_interpolar_part,SPVI
832,Right_Spinal_nucleus_of_the_trigeminal_interpolar_part,SPVI
833,Left_Spinal_nucleus_of_the_trigeminal_oral_part,SPVO
834,Right_Spinal_nucleus_of_the_trigeminal_oral_part,SPVO
835,Left_Primary_somatosensory_area_barrel_field_layer_1,SSp-bfd1
836,Right_Primary_somatosensory_area_barrel_field_layer_1,SSp-bfd1
837,Left_Primary_somatosensory_area_barrel_field_layer_2/3,SSp-bfd2/3
838,Right_Primary_somatosensory_area_barrel_field_layer_2/3,SSp-bfd2/3
839,Left_Primary_somatosensory_area_barrel_field_layer_4,SSp-bfd4
840,Right_Primary_somatosensory_area_barrel_field_layer_4,SSp-bfd4
841,Left_Primary_somatosensory_area_barrel_field_layer_5_,SSp-bfd5
842,Right_Primary_somatosensory_area_barrel_field_layer_5_,SSp-bfd5
843,Left_Primary_somatosensory_area_barrel_field_layer_6a,SSp-bfd6a
844,Right_Primary_somatosensory_area_barrel_field_layer_6a,SSp-bfd6a
845,Left_Primary_somatosensory_area_barrel_field_layer_6b,SSp-bfd6b
846,Right_Primary_somatosensory_area_barrel_field_layer_6b,SSp-bfd6b
847,Left_Primary_somatosensory_area_lower_limb_layer_1,SSp-ll1
848,Right_Primary_somatosensory_area_lower_limb_layer_1,SSp-ll1
849,Left_Primary_somatosensory_area_lower_limb_layer_2/3,SSp-ll2/3
850,Right_Primary_somatosensory_area_lower_limb_layer_2/3,SSp-ll2/3
851,Left_Primary_somatosensory_area_lower_limb_layer_4,SSp-ll4
852,Right_Primary_somatosensory_area_lower_limb_layer_4,SSp-ll4
853,Left_Primary_somatosensory_area_lower_limb_layer_5,SSp-ll5
854,Right_Primary_somatosensory_area_lower_limb_layer_5,SSp-ll5
855,Left_Primary_somatosensory_area_lower_limb_layer_6a,SSp-ll6a
856,Right_Primary_somatosensory_area_lower_limb_layer_6a,SSp-ll6a
857,Left_Primary_somatosensory_area_lower_limb_layer_6b,SSp-ll6b
858,Right_Primary_somatosensory_area_lower_limb_layer_6b,SSp-ll6b
859,Left_Primary_somatosensory_area_mouth_layer_1,SSp-m1
860,Right_Primary_somatosensory_area_mouth_layer_1,SSp-m1
861,Left_Primary_somatosensory_area_mouth_layer_2/3,SSp-m2/3
862,Right_Primary_somatosensory_area_mouth_layer_2/3,SSp-m2/3
863,Left_Primary_somatosensory_area_mouth_layer_4,SSp-m4
864,Right_Primary_somatosensory_area_mouth_layer_4,SSp-m4
865,Left_Primary_somatosensory_area_mouth_layer_5,SSp-m5
866,Right_Primary_somatosensory_area_mouth_layer_5,SSp-m5
867,Left_Primary_somatosensory_area_mouth_layer_6a,SSp-m6a
868,Right_Primary_somatosensory_area_mouth_layer_6a,SSp-m6a
869,Left_Primary_somatosensory_area_mouth_layer_6b,SSp-m6b
870,Right_Primary_somatosensory_area_mouth_layer_6b,SSp-m6b
871,Left_Primary_somatosensory_area_nose_layer_1,SSp-n1
872,Right_Primary_somatosensory_area_nose_layer_1,SSp-n1
873,Left_Primary_somatosensory_area_nose_layer_2/3,SSp-n2/3
874,Right_Primary_somatosensory_area_nose_layer_2/3,SSp-n2/3
875,Left_Primary_somatosensory_area_nose_layer_4,SSp-n4
876,Right_Primary_somatosensory_area_nose_layer_4,SSp-n4
877,Left_Primary_somatosensory_area_nose_layer_5,SSp-n5
878,Right_Primary_somatosensory_area_nose_layer_5,SSp-n5
879,Left_Primary_somatosensory_area_nose_layer_6a,SSp-n6a
880,Right_Primary_somatosensory_area_nose_layer_6a,SSp-n6a
881,Left_Primary_somatosensory_area_nose_layer_6b,SSp-n6b
882,Right_Primary_somatosensory_area_nose_layer_6b,SSp-n6b
883,Left_Primary_somatosensory_area_trunk_layer_1,SSp-tr1
884,Right_Primary_somatosensory_area_trunk_layer_1,SSp-tr1
885,Left_Primary_somatosensory_area_trunk_layer_2/3,SSp-tr2/3
886,Right_Primary_somatosensory_area_trunk_layer_2/3,SSp-tr2/3
887,Left_Primary_somatosensory_area_trunk_layer_4,SSp-tr4
888,Right_Primary_somatosensory_area_trunk_layer_4,SSp-tr4
889,Left_Primary_somatosensory_area_trunk_layer_5,SSp-tr5
890,Right_Primary_somatosensory_area_trunk_layer_5,SSp-tr5
891,Left_Primary_somatosensory_area_trunk_layer_6a,SSp-tr6a
892,Right_Primary_somatosensory_area_trunk_layer_6a,SSp-tr6a
893,Left_Primary_somatosensory_area_trunk_layer_6b,SSp-tr6b
894,Right_Primary_somatosensory_area_trunk_layer_6b,SSp-tr6b
895,Left_Primary_somatosensory_area_upper_limb_layer_1,SSp-ul1
896,Right_Primary_somatosensory_area_upper_limb_layer_1,SSp-ul1
897,Left_Primary_somatosensory_area_upper_limb_layer_2/3,SSp-ul2/3
898,Right_Primary_somatosensory_area_upper_limb_layer_2/3,SSp-ul2/3
899,Left_Primary_somatosensory_area_upper_limb_layer_4,SSp-ul4
900,Right_Primary_somatosensory_area_upper_limb_layer_4,SSp-ul4
901,Left_Primary_somatosensory_area_upper_limb_layer_5,SSp-ul5
902,Right_Primary_somatosensory_area_upper_limb_layer_5,SSp-ul5
903,Left_Primary_somatosensory_area_upper_limb_layer_6a,SSp-ul6a
904,Right_Primary_somatosensory_area_upper_limb_layer_6a,SSp-ul6a
905,Left_Primary_somatosensory_area_upper_limb_layer_6b,SSp-ul6b
906,Right_Primary_somatosensory_area_upper_limb_layer_6b,SSp-ul6b
907,Left_Primary_somatosensory_area_unassigned_layers_1-3,SSp-un_1-3
908,Right_Primary_somatosensory_area_unassigned_layers_1-3,SSp-un_1-3
909,Left_Primary_somatosensory_area_unassigned_layers_4-6,SSp-un_4-6
910,Right_Primary_somatosensory_area_unassigned_layers_4-6,SSp-un_4-6
911,Left_Supplemental_somatosensory_area_layer_1,SSs1
912,Right_Supplemental_somatosensory_area_layer_1,SSs1
913,Left_Supplemental_somatosensory_area_layer_2/3,SSs2/3
914,Right_Supplemental_somatosensory_area_layer_2/3,SSs2/3
915,Left_Supplemental_somatosensory_area_layer_4,SSs4
916,Right_Supplemental_somatosensory_area_layer_4,SSs4
917,Left_Supplemental_somatosensory_area_layer_5,SSs5
918,Right_Supplemental_somatosensory_area_layer_5,SSs5
919,Left_Supplemental_somatosensory_area_layer_6a,SSs6a
920,Right_Supplemental_somatosensory_area_layer_6a,SSs6a
921,Left_Supplemental_somatosensory_area_layer_6b,SSs6b
922,Right_Supplemental_somatosensory_area_layer_6b,SSs6b
923,Left_stria_terminalis,st
924,Right_stria_terminalis,st
925,Left_Subthalamic_nucleus,STN
926,Right_Subthalamic_nucleus,STN
927,Left_Striatum,STR
928,Right_Striatum,STR
929,Left_Subiculum,SUB
930,Right_Subiculum,SUB
931,Left_Subgeniculate_nucleus,SubG
932,Right_Subgeniculate_nucleus,SubG
933,Left_Supramammillary_nucleus,SUM_
934,Right_Supramammillary_nucleus,SUM_
935,Left_Supratrigeminal_nucleus,SUT
936,Right_Supratrigeminal_nucleus,SUT
937,Left_Superior_vestibular_nucleus,SUV
938,Right_Superior_vestibular_nucleus,SUV
939,Left_trapezoid_body,tb
940,Right_trapezoid_body,tb
941,Left_Temporal_association_areas_layer_1,TEa1
942,Right_Temporal_association_areas_layer_1,TEa1
943,Left_Temporal_association_areas_layer_2/3,TEa2/3
944,Right_Temporal_association_areas_layer_2/3,TEa2/3
945,Left_Temporal_association_areas_layer_4,TEa4
946,Right_Temporal_association_areas_layer_4,TEa4
947,Left_Temporal_association_areas_layer_5,TEa5
948,Right_Temporal_association_areas_layer_5,TEa5
949,Left_Temporal_association_areas_layer_6a,TEa6a
950,Right_Temporal_association_areas_layer_6a,TEa6a
951,Left_Temporal_association_areas_layer_6b,TEa6b
952,Right_Temporal_association_areas_layer_6b,TEa6b
953,Left_Thalamus,TH
954,Right_Thalamus,TH
955,Left_Tuberomammillary_nucleus_dorsal_part,TMd
956,Right_Tuberomammillary_nucleus_dorsal_part,TMd
957,Left_Tuberomammillary_nucleus_ventral_part,TMv
958,Right_Tuberomammillary_nucleus_ventral_part,TMv
959,Left_Postpiriform_transition_area,TR
960,Right_Postpiriform_transition_area,TR
961,Left_Tegmental_reticular_nucleus,TRN
962,Right_Tegmental_reticular_nucleus,TRN
963,Left_Triangular_nucleus_of_septum,TRS
964,Right_Triangular_nucleus_of_septum,TRS
965,Left_solitary_tract,ts
966,Right_solitary_tract,ts
967,Left_tectospinal_pathway,tsp
968,Right_tectospinal_pathway,tsp
969,Left_Taenia_tecta,TT
970,Right_Taenia_tecta,TT
971,Left_Tuberal_nucleus,TU
972,Right_Tuberal_nucleus,TU
973,Left_Uvula_(IX),UVU
974,Right_Uvula_(IX),UVU
975,Left_Motor_nucleus_of_trigeminal,V
976,Right_Motor_nucleus_of_trigeminal,V
977,Left_third_ventricle,V3
978,Right_third_ventricle,V3
979,Left_fourth_ventricle,V4
980,Right_fourth_ventricle,V4
981,Left_lateral_recess,V4r
982,Right_lateral_recess,V4r
983,Left_Ventral_anterior-lateral_complex_of_the_thalamus,VAL
984,Right_Ventral_anterior-lateral_complex_of_the_thalamus,VAL
985,Left_Ventral_cochlear_nucleus,VCO
986,Right_Ventral_cochlear_nucleus,VCO
987,Left_ventral_hippocampal_commissure,vhc
988,Right_ventral_hippocampal_commissure,vhc
989,Left_Abducens_nucleus,VI
990,Right_Abducens_nucleus,VI
991,Left_Facial_motor_nucleus,VII
992,Right_Facial_motor_nucleus,VII
993,Left_facial_nerve,VIIn
994,Right_facial_nerve,VIIn
995,Left_Anterior_area_layers_1-6,VISa_1-6
996,Right_Anterior_area_layers_1-6,VISa_1-6
997,Left_Anterolateral_visual_area_layer_1,VISal1
998,Right_Anterolateral_visual_area_layer_1,VISal1
999,Left_Anterolateral_visual_area_layer_2/3,VISal2/3
1000,Right_Anterolateral_visual_area_layer_2/3,VISal2/3
1001,Left_Anterolateral_visual_area_layer_4,VISal4
1002,Right_Anterolateral_visual_area_layer_4,VISal4
1003,Left_Anterolateral_visual_area_layer_5,VISal5
1004,Right_Anterolateral_visual_area_layer_5,VISal5
1005,Left_Anterolateral_visual_area_layer_6a,VISal6a
1006,Right_Anterolateral_visual_area_layer_6a,VISal6a
1007,Left_Anterolateral_visual_area_layer_6b,VISal6b
1008,Right_Anterolateral_visual_area_layer_6b,VISal6b
1009,Left_Anteromedial_visual_area_layer_1,VISam1
1010,Right_Anteromedial_visual_area_layer_1,VISam1
1011,Left_Anteromedial_visual_area_layer_2/3,VISam2/3
1012,Right_Anteromedial_visual_area_layer_2/3,VISam2/3
1013,Left_Anteromedial_visual_area_layer_4,VISam4
1014,Right_Anteromedial_visual_area_layer_4,VISam4
1015,Left_Anteromedial_visual_area_layer_5,VISam5
1016,Right_Anteromedial_visual_area_layer_5,VISam5
1017,Left_Anteromedial_visual_area_layer_6a,VISam6a
1018,Right_Anteromedial_visual_area_layer_6a,VISam6a
1019,Left_Anteromedial_visual_area_layer_6b,VISam6b
1020,Right_Anteromedial_visual_area_layer_6b,VISam6b
1021,Left_Visceral_area_layer_1,VISC1
1022,Right_Visceral_area_layer_1,VISC1
1023,Left_Visceral_area_layer_2/3,VISC2/3
1024,Right_Visceral_area_layer_2/3,VISC2/3
1025,Left_Visceral_area_layer_4,VISC4
1026,Right_Visceral_area_layer_4,VISC4
1027,Left_Visceral_area_layer_5,VISC5
1028,Right_Visceral_area_layer_5,VISC5
1029,Left_Visceral_area_layer_6a,VISC6a
1030,Right_Visceral_area_layer_6a,VISC6a
1031,Left_Visceral_area_layer_6b,VISC6b
1032,Right_Visceral_area_layer_6b,VISC6b
1033,Left_Lateral_visual_area_layer_1,VISl1
1034,Right_Lateral_visual_area_layer_1,VISl1
1035,Left_Lateral_visual_area_layer_2/3,VISl23
1036,Right_Lateral_visual_area_layer_2/3,VISl23
1037,Left_Lateral_visual_area_layer_4,VISl4
1038,Right_Lateral_visual_area_layer_4,VISl4
1039,Left_Lateral_visual_area_layer_5,VISl5
1040,Right_Lateral_visual_area_layer_5,VISl5
1041,Left_Lateral_visual_area_layer_6a,VISl6a
1042,Right_Lateral_visual_area_layer_6a,VISl6a
1043,Left_Lateral_visual_area_layer_6b,VISl6b
1044,Right_Lateral_visual_area_layer_6b,VISl6b
1045,Left_Laterointermediate_area_layers_1-6,VISli_1-6
1046,Right_Laterointermediate_area_layers_1-6,VISli_1-6
1047,Left_Primary_visual_area_layer_1,VISp1
1048,Right_Primary_visual_area_layer_1,VISp1
1049,Left_Primary_visual_area_layer_2/3,VISp2/3
1050,Right_Primary_visual_area_layer_2/3,VISp2/3
1051,Left_Primary_visual_area_layer_4,VISp4
1052,Right_Primary_visual_area_layer_4,VISp4
1053,Left_Primary_visual_area_layer_5,VISp5
1054,Right_Primary_visual_area_layer_5,VISp5
1055,Left_Primary_visual_area_layer_6a,VISp6a
1056,Right_Primary_visual_area_layer_6a,VISp6a
1057,Left_Primary_visual_area_layer_6b,VISp6b
1058,Right_Primary_visual_area_layer_6b,VISp6b
1059,Left_Posterolateral_visual_area_layer_1,VISpl1
1060,Right_Posterolateral_visual_area_layer_1,VISpl1
1061,Left_Posterolateral_visual_area_layer_2/3,VISpl2/3
1062,Right_Posterolateral_visual_area_layer_2/3,VISpl2/3
1063,Left_Posterolateral_visual_area_layer_4,VISpl4
1064,Right_Posterolateral_visual_area_layer_4,VISpl4
1065,Left_Posterolateral_visual_area_layer_5,VISpl5
1066,Right_Posterolateral_visual_area_layer_5,VISpl5
1067,Left_Posterolateral_visual_area_layer_6a,VISpl6a
1068,Right_Posterolateral_visual_area_layer_6a,VISpl6a
1069,Left_Posterolateral_visual_area_layer_6b,VISpl6b
1070,Right_Posterolateral_visual_area_layer_6b,VISpl6b
